BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,LengthMin,LengthMax,WidthMin,WidthMax,VolumeMin,VolumeMax,SurfaceArea,AvgVolume,GeoMeanVolume
140565,Halorubrum trueperi,Halorubrum,Halorubraceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea,2004704.0,pleomorphic-shaped,2.9,4.1,0.5,0.7,0.5366887449882564,1.4880677202503652,6.40877201304067,1.0123782326193107,0.8936605604135746
163753,Halorussus halophilus,Halorussus,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,1931997.0,pleomorphic-shaped,1.0,6.0,0.8,1.0,0.3686135380212024,4.4505895925855405,6.882884651454572,2.4096015653033716,1.2808386221547574
141118,Halosiccatus urmianus,Halosiccatus,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,,pleomorphic-shaped,1.1,1.5,0.3,0.7,0.07068583470577035,0.4874704600820162,1.8492749727872984,0.2790781473938933,0.18562665855232977
5970,Halostagnicola kamekurae,Halostagnicola,Natrialbaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,619731.0,rod-shaped,2.0,2.5,0.8,1.0,0.8712683625955694,1.7016960206944711,6.283185307179586,1.2864821916450202,1.2176345533803925
5969,Halostagnicola larsenii,Halostagnicola,Natrialbaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,797299.0,rod-shaped,1.0,3.0,0.5,1.0,0.16362461737446837,2.0943951023931953,3.8476494904855922,1.1290098598838318,0.5854012275867271
163855,Halostella limicola,Halostella,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,1552988.0,rod-shaped,1.5,6.0,0.8,1.0,0.6199409503083859,4.4505895925855405,8.429777677248872,2.5352652714469635,1.6610547075458086
141067,Halostella salina,Halostella,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,1547897.0,coccus-shaped,0.7,1.4,0.7,1.4,0.17959438003021647,1.4367550402417317,3.078760800517997,0.8081747101359741,0.5079696159294397
134201,Haloterrigena limicola,Haloterrigena,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,1230457.0,rod-shaped,1.8,3.6,0.6,0.8,0.45238934211693027,1.6755160819145563,5.540615266299253,1.0639527120157433,0.8706236948324245
134202,Haloterrigena longa,Haloterrigena,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,370324.0,rod-shaped,2.8,11.0,0.5,0.6,0.5170537909033202,3.053628059289279,9.54961489621784,1.7853409250962997,1.256538882830241
133710,Halovenus aranensis,Halovenus,Halobacteriaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,890420.0,rod-shaped,7.0,7.0,1.0,1.0,5.235987755982989,5.235987755982989,21.991148575128552,5.235987755982989,5.235987755982989
134166,Halovivax asiaticus,Halovivax,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,332953.0,rod-shaped,4.0,5.0,0.4,0.5,0.48589966375522137,0.9490227807719166,6.283185307179586,0.717461222263569,0.6790654240006035
6950,Methanobacterium arcticum,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,386456.0,rod-shaped,4.5,4.5,0.475,0.475,0.7693670415101848,0.7693670415101848,6.715154297048183,0.7693670415101848,0.7693670415101848
6951,Methanobacterium ferruginis,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,710191.0,rod-shaped,3.0,3.0,0.3,0.3,0.20498892064673405,0.20498892064673405,2.827433388230814,0.20498892064673405,0.20498892064673405
6952,Methanobacterium petrolearium,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,710190.0,rod-shaped,3.55,3.55,0.3,0.3,0.2438661297349077,0.2438661297349077,3.3457961760731294,0.2438661297349077,0.2438661297349077
6949,Methanobacterium veterum,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,408577.0,rod-shaped,5.0,5.0,0.425,0.425,0.6892155226893014,0.6892155226893014,6.675884388878311,0.6892155226893014,0.6892155226893014
24156,Methanobrevibacter boviskoreani,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,1214066.0,rod-shaped,1.65,1.65,0.6,0.6,0.4099778412934679,0.4099778412934679,3.110176727053895,0.4099778412934679,0.4099778412934679
17668,Methanocella arvoryzae,Methanocella,Methanocellaceae,Methanocellales,Methanomicrobia,Euryarchaeota,Archaea,351160.0,rod-shaped,1.3,2.8,0.4,0.7,0.1466076571675237,0.9877690901661906,3.1716085517589137,0.5671883736668571,0.38054501984885003
24159,Methanoculleus horonobensis,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,528314.0,ovoid-shaped,1.15,1.15,1.15,1.15,0.7963282878380625,0.7963282878380625,4.1547562843725006,0.7963282878380625,0.7963282878380625
132893,Methanoculleus hydrogenitrophicus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,648796.0,coccus-shaped,0.8,2.0,0.8,2.0,0.26808257310632905,4.1887902047863905,5.026548245743669,2.22843638894636,1.0596894150182508
17854,Methanolinea mesophila,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,547055.0,rod-shaped,4.25,4.25,0.3,0.3,0.29334621402894695,0.29334621402894695,4.005530633326986,0.29334621402894695,0.29334621402894695
17853,Methanolinea tarda,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,882090.0,rod-shaped,2.0,2.0,0.85,0.85,0.9741227970771601,0.9741227970771601,5.340707511102648,0.9741227970771601,0.9741227970771601
132665,Methanomicrobium antiquum,Methanomicrobium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,487686.0,rod-shaped,2.0,2.0,0.8,0.8,0.8712683625955694,0.8712683625955694,5.026548245743669,0.8712683625955694,0.8712683625955694
17857,Methanoregula formicica,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,593750.0,rod-shaped,4.0,4.0,0.5,0.5,0.7526732399225546,0.7526732399225546,6.283185307179586,0.7526732399225546,0.7526732399225546
131756,Methanosaeta harundinacea,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1127228.0,rod-shaped,3.0,5.0,0.8,1.0,1.3739231871699364,3.6651914291880923,10.882796185405306,2.5195573081790146,2.2440346454495836
7136,Methanospirillum lacunae,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,668570.0,rod-shaped,11.0,25.0,0.5,0.6,2.127120025868089,7.012034802812417,28.534932330213646,4.569577414340253,3.862051223268056
24171,Methanospirillum stamsii,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,1277351.0,rod-shaped,7.0,25.0,0.4,0.5,0.8628907821859966,4.876013597759158,18.58591278463685,2.869452189972577,2.0512111513249813
23082,Methanothermobacter tenebrarum,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,680118.0,rod-shaped,7.0,7.0,0.5,0.5,1.3417218624706408,1.3417218624706408,10.995574287564276,1.3417218624706408,1.3417218624706408
132586,Natrarchaeobaculum aegyptiacum,Natrarchaeobaculum,Natrialbaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,745377.0,rod-shaped,1.0,2.0,0.5,0.8,0.16362461737446837,0.8712683625955694,2.8099258924162904,0.5174464899850189,0.3775724466379659
163851,Natrarchaeobaculum sulfurireducens,Natrarchaeobaculum,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,2044521.0,pleomorphic-shaped,1.0,3.5,0.5,0.6,0.16362461737446837,0.9330530181161686,3.2191745248034978,0.5483388177453185,0.3907306528535367
134340,Natrinema gari,Natrinema,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,1230459.0,rod-shaped,2.0,3.0,0.5,0.8,0.35997415822383044,1.3739231871699364,4.866934411168334,0.8669486726968835,0.7032615749247929
24083,Natronobacterium texcoconense,Natronobacterium,Natrialbaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,1095778.0,ovoid-shaped,8.5,8.5,0.9,0.9,3.6049775699942876,3.6049775699942876,2.5446900494077327,3.6049775699942876,3.6049775699942876
24068,Natronococcus roseus,Natronococcus,Natrialbaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea,1052014.0,coccus-shaped,1.5,1.5,1.5,1.5,1.7671458676442586,1.7671458676442586,7.0685834705770345,1.7671458676442586,1.7671458676442586
134191,Natronorubrum aibiense,Natronorubrum,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,348826.0,rod-shaped,1.4,3.6,0.8,1.0,0.5696754678509491,2.5656340004316642,6.308267982988063,1.5676547341413067,1.2089577120520845
133563,Natronorubrum sediminis,Natronorubrum,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,640943.0,rod-shaped,4.0,6.0,0.8,1.0,1.8765780117443034,4.4505895925855405,13.765769302909144,3.163583802164922,2.8899616898402067
159828,Nitrosarchaeum koreense,Nitrosarchaeum,Nitrosopumilaceae,Nitrosopumilales,Nitrososphaeria,Thaumarchaeota,Archaea,1001994.0,rod-shaped,0.6,1.0,0.3,0.5,0.035342917352885174,0.16362461737446837,0.9424777960769379,0.09948376736367677,0.07604585017450521
157948,Nitrosopumilus adriaticus,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,Nitrososphaeria,Thaumarchaeota,Archaea,1580092.0,rod-shaped,0.59,1.74,0.2,0.25,0.016441001553786586,0.0813214348351108,0.7117631585772873,0.04888121819444869,0.036565090407111145
141102,Nitrosopumilus maritimus,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,Nitrososphaeria,Thaumarchaeota,Archaea,,rod-shaped,0.5,0.9,0.17,0.22,0.010062783068835908,0.031424304116307505,0.4075603538990684,0.020743543592571707,0.01778246201771649
158487,Nitrosopumilus piranensis,Nitrosopumilus,Nitrosopumilaceae,Nitrosopumilales,Nitrososphaeria,Thaumarchaeota,Archaea,1582439.0,rod-shaped,0.49,2.0,0.2,0.25,0.013299408900196793,0.09408415499031933,0.695421178605727,0.05369178194525806,0.035373205230028945
23332,Palaeococcus pacificus,Palaeococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,1343739.0,coccus-shaped,1.15,1.15,1.15,1.15,0.7963282878380625,0.7963282878380625,4.1547562843725006,0.7963282878380625,0.7963282878380625
132610,Pyrodictium delaneyi,Pyrodictium,Pyrodictiaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea,1273541.0,coccus-shaped,0.8,0.8,0.8,0.8,0.26808257310632905,0.26808257310632905,2.0106192982974678,0.26808257310632905,0.26808257310632905
140648,Salinarchaeum chitinilyticum,Salinarchaeum,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,1395169.0,rod-shaped,1.2,2.3,0.2,0.3,0.03560471674068432,0.15550883635269475,1.2784390829524874,0.09555677654668954,0.07440999979176945
141051,Saliphagus infecundisoli,Saliphagus,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,1849069.0,coccus-shaped,1.0,1.3,1.0,1.3,0.5235987755982988,1.1503465099894628,4.084070449666731,0.8369726427938808,0.7760927935139321
133646,Thermococcus prieurii,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,1128108.0,coccus-shaped,1.15,1.15,1.15,1.15,0.7963282878380625,0.7963282878380625,4.1547562843725006,0.7963282878380625,0.7963282878380625
